"v_spot_index","alsfc_ctprvn_nm","alsfc_signgu_nm","alsfc_nm","alsfc_rprsntv_tel_no","alsfc_addr","alsfc_detail_addr","alsfc_main_item_nm","alsfc_lo","alsfc_la"
1,서울,용산구,더아이다움,"02-711-1998",서울특별시 용산구 효창원로66길 17,"3층 더아이다움(효창동)",기타종목,"126.9629456","37.5409915"
2,서울,성동구,서울숲 탁구클럽,"02-6104-0120",서울특별시 성동구 상원4길 9,대신빌딩 지하(성수동1가),탁구,"127.0497012","37.547293"
3,서울,광진구,삼손스포츠수기명가,"",서울특별시 광진구 아차산로65길 14,B1층 삼손스포츠수기명가(구의동),헬스,"127.0940943","37.5410236"
4,서울,광진구,바디멀티필라테스 아차산점,"02-455-3205",서울특별시 광진구 천호대로 677,세진빌딩4층(구의동),필라테스,"127.0907297","37.5508158"
5,서울,성동구,민앤마이노,"02-3394-6070",서울특별시 성동구 천호대로 424,"4층 민앤마이노(용답동)",유도,"127.0660181","37.5609457"
6,서울,동대문구,유오에스필라요가,"02-2066-1982",서울특별시 동대문구 서울시립대로 163,웰니스센터 2층 필라테스 룸(전농동),필라테스,"127.0588564","37.583639"
7,서울,성북구,경희삼선체육관,"02-743-9158",서울특별시 성북구 보문로29다길 7,"3층 경희삼선체육관(삼선동3가)",태권도,"127.0133605","37.5855426"
8,서울,광진구,따숨,"",서울특별시 광진구 자양로 284,"2층(구의동)",기타종목,"127.0918282","37.5511103"
9,서울,동대문구,경희태권도,"02-964-6801",서울특별시 동대문구 제기로 131,"한신상가 5층(청량리동, 한신아파트)",태권도,"127.0494012","37.5881072"
10,서울,성북구,국제복싱체육관,"07-0816-11212",서울특별시 성북구 보문로 189,측면 3층 국제복싱체육관(삼선동4가),복싱,"127.0142997","37.5906217"
11,서울,성북구,심윤희댄스,"",서울특별시 성북구 동소문로 92,"9층(동소문동5가)",댄스,"127.0155017","37.5921783"
12,서울,동대문구,장안휘트니스,"07-0811-16228",서울특별시 동대문구 답십리로 252,"4층 장안휘트니스(장안동)",헬스,"127.0682309","37.5722491"
13,서울,종로구,종로구민회관,"02-3672-2530",서울특별시 종로구 지봉로5길 7-5,종로구민회관(창신동),헬스,"127.0144451","37.573459"
14,서울,성동구,마요재활트레이닝센터,"",서울특별시 성동구 독서당로59길 84,신동아 상가  205호(행당동),헬스,"127.0336747","37.5552743"
15,서울,성동구,마장국민체육센터,"02-2204-7641",서울특별시 성동구 마조로11길 6,마장국민체육센터(마장동),헬스,"127.0407835","37.5621277"
16,서울,성동구,마장탁구클럽,"02-6081-0840",서울특별시 성동구 마장로 284,"3층(마장동)",탁구,"127.0412778","37.5653566"
17,서울,동대문구,바디체크짐(동대문구),"",서울특별시 동대문구 한빛로 20,오피스텔 지하1층 바디체크짐(헬스)(신설동),헬스,"127.0254846","37.5773796"
18,서울,성북구,보성태권도,"02-6223-1533",서울특별시 성북구 종암로27길 37,"3층(종암동, 삼성 래미안아파트)",태권도,"127.0305744","37.6021271"
19,서울,성동구,성동구립용답체육센터,"02-2204-6627",서울특별시 성동구 천호대로78길 15-48,지하 1층 용답체육센터(용답동),수영,"127.057059","37.5618304"
20,서울,성동구,성동장애인종합복지관,"02-2290-3186",서울특별시 성동구 청계천로 506,성동장애인종합복지관(마장동),기타종목,"127.0334753","37.5702263"
21,서울,성북구,성북구도시관리공단(성북구립휘트니스센터),"02-2241-0691",서울특별시 성북구 보문로29길 49,성북구립휘트니스센터(삼선동3가),헬스,"127.01492","37.5863887"
22,서울,성북구,성실태권도체육관,"02-926-7363",서울특별시 성북구 고려대로17가길 78,래미안상가302호(안암동1가),태권도,"127.0226862","37.5891633"
23,서울,도봉구,창동문화체육센터,"02-901-5200",서울특별시 도봉구 노해로69길 132,창동문화체육센터(창동),헬스,"127.0507056","37.6581175"
24,서울,노원구,경희대 대한태권도,"02-933-4848",서울특별시 노원구 한글비석로 474,보람아파트 2단지상가 308호(상계동),태권도,"127.0654593","37.6648282"
25,서울,노원구,경희대 상경태권도,"02-939-3222",서울특별시 노원구 동일로227길 26,"상가동3층,학원동3층(상계동, 상계주공15단지아파트)",태권도,"127.055611","37.6683012"
26,서울,강북구,함께가자아동발달센터,"02-6326-7575",강북구 한천로 1108-1,은승빌딩 4층,기타종목,"127.0210433","37.6444276"
27,서울,노원구,킨더윌 언어심리 전문센터,"02-939-3421",서울특별시 노원구 상계로23다길 13-8,"107호(상계동, 노원 아이파크)",기타종목,"127.0694006","37.6598913"
28,서울,노원구,엘리트체육관,"02-937-3450",서울특별시 노원구 동일로241가길 18,"2층 엘리트 태권도(상계동)",태권도,"127.0540164","37.676605"
29,서울,강북구,나라찬태권도,"",서울특별시 강북구 삼양로163길 14,"3층(우이동)",태권도,"127.0130945","37.6587482"
30,서울,강북구,다이어트복싱킥복싱MMA우슈,"02-900-0077",서울특별시 강북구 한천로 1182,"3층체육관(수유동)",복싱,"127.0145908","37.6484167"
31,서울,도봉구,도봉동실내스포츠센터,"02-901-5124",서울특별시 도봉구 마들로 805,(도봉동),수영,"127.0502724","37.6813444"
32,서울,강북구,디에이에프씨(DAFC) 더 쎄짐,"03-1823-5842",서울특별시 강북구 한천로143길 22,건물( 2층 )  (수유동),기타종목,"127.0241155","37.6407769"
33,서울,도봉구,디짐 D Gym PT,"02-955-9682",서울특별시 도봉구 마들로 624,"2층 헬스장(방학동)",헬스,"127.0466493","37.6657881"
34,서울,도봉구,라스트점핑핏클럽,"",서울특별시 도봉구 도당로13길 19,"2층(방학동)",기타종목,"127.0351491","37.6655682"
35,서울,노원구,라스트핏 점핑,"02-6401-4614",서울특별시 노원구 동일로237길 40,"202호(상계동, 대한빌)",기타종목,"127.0530937","37.6736923"
36,서울,도봉구,랠리포인트짐,"",서울특별시 도봉구 도봉로136가길 73,"103동 203호 랠리포인트짐(창동, 북한산한신휴플러스아파트)",헬스,"127.0427822","37.6559538"
37,서울,노원구,레몬핏휘트니스,"02-939-9967",서울특별시 노원구 동일로 1673,"5층레몬핏 휘트니스(상계동)",헬스,"127.0549716","37.6778534"
38,서울,도봉구,리케어짐,"",서울특별시 도봉구 노해로70길 81,"201호(창동)",헬스,"127.0525697","37.6488305"
39,서울,노원구,위너짐,"02-936-9696",서울특별시 노원구 동일로 1665,대은빌딩5층(상계동),헬스,"127.0550064","37.6771528"
40,서울,도봉구,모두모아발달체육센터,"02-998-1253",서울특별시 도봉구 도봉로 508,우덕빌딩 4층 모두모아발달체육센터(창동),기타종목,"127.0362918","37.650665"
41,서울,강북구,바른걸음 심리놀이운동센터,"",서울특별시 강북구 삼양로139가길 43,"101호 바른걸음(우이동, 샤인빌)",기타종목,"127.0120154","37.6511075"
42,서울,강북구,백운룡태권도,"02-992-7761",서울특별시 강북구 삼양로149길 16-10,"2층 백운룡태권도(우이동)",태권도,"127.0121575","37.6545349"
43,서울,노원구,복싱팩토리짐,"07-0895-95425",서울특별시 노원구 한글비석로23길 2,"3충  복싱팩토리짐(상계동)",복싱,"127.071247","37.6607212"
44,서울,노원구,서울특별시립노원시각장애인복지관,"02-950-0190",서울특별시 노원구 덕릉로70가길 98,"4층 통합사무실(상계동)",기타종목,"127.0565193","37.642085"
45,서울,노원구,선 태권도장,"02-936-6080",서울특별시 노원구 한글비석로 420,"원일빌딩 3층, 선 태권도장(상계동)",태권도,"127.070414","37.6619212"
46,서울,도봉구,성룡태권도,"02-903-1999",서울특별시 도봉구 덕릉로59가길 17,"2층 성용태권도(창동)",태권도,"127.0386826","37.6397325"
47,서울,노원구,성민복지관,"02-933-0296",서울특별시 노원구 노원로32길 30-3,성민복지관(상계동),기타종목,"127.0693193","37.6556829"
48,서울,노원구,최강합기도,"",서울특별시 노원구 동일로 1350,"603호(상계동)",합기도,"127.0624191","37.6492333"
49,서울,송파구,효체육관,"02-400-5434",서울특별시 송파구 성내천로 223,영인빌딩 3층 효체육관(마천동),태권도,"127.1525712","37.4997727"
50,서울,송파구,해동검도 서울시협회,"02-406-3705",서울특별시 송파구 새말로 154,"4층 해동검도체육관(문정동)",검도,"127.1306209","37.4844002"
51,서울,송파구,프리윌아동청소년발달센터,"02-3012-8777",서울특별시 송파구 새말로 167,이주빌딩 2층 프리윌아동청소년발달센터(문정동),기타종목,"127.131367","37.4854575"
52,서울,송파구,포올태권도 운동발달센터,"02-448-7983",서울특별시 송파구 양재대로72길 18,백조상가 2층 포올태권도 운동발달센터(오금동),태권도,"127.1287636","37.5090801"
53,서울,송파구,파크골프(대한스포츠사회적협동조합),"02-419-7330",서울특별시 송파구 문정로 246,송파구 사회적경제센터(마천동),기타종목,"127.1420301","37.4999116"
54,서울,송파구,코치짐 송파점,"02-416-3040",서울특별시 송파구 오금로 247,건양빌딩b1(방이동),헬스,"127.1208949","37.5063635"
55,서울,송파구,짐스아동발달센터,"02-423-8886",서울특별시 송파구 가락로 171,"6층 짐스아동발달센터(송파동)",기타종목,"127.1139772","37.5042213"
56,서울,송파구,주식회사 하이파이브교육 방이지점,"07-0754-35006",서울특별시 송파구 양재대로71길 1-14,인수빌딩 B2층(방이동),기타종목,"127.1258935","37.5096851"
57,서울,송파구,주식회사 하이파이브교육 문정지점,"02-2283-1779",서울특별시 송파구 법원로 114,엠스테이트 EB215호(문정동),배드민턴,"127.1206993","37.4857987"
58,서울,송파구,점핑위즈 줄넘기 클럽,"02-401-6126",서울특별시 송파구 위례광장로 199,"306호(장지동)",기타종목,"127.1427874","37.4817002"
59,서울,송파구,용인대월드태권도,"02-409-6444",서울특별시 송파구 양산로4길 9,"3층 월드태권도(거여동)",태권도,"127.1443843","37.4901065"
60,서울,송파구,아이싹체육교실,"02-3664-1717",서울특별시 송파구 중대로 318,"3층 아이싹 체육교실(오금동)",롤러인라인,"127.1338856","37.5084921"
61,서울,송파구,시립)서울곰두리체육센터,"02-404-6240",서울시 송파구 동남로 271,서울곰두리체육센터 3층 사무실(오금동),수영,"127.1354641","37.5004957"
62,서울,송파구,스핀볼링센터 가든5,"02-2047-3663",서울특별시 송파구 충민로 52,지하1층  스핀볼링센터 가든5(문정동),볼링,"127.1225324","37.4776993"
63,서울,송파구,더샾필라테스&요가 송파점,"02-420-8252",서울특별시 송파구 오금로 247,건양빌딩 지층(방이동),필라테스,"127.1208949","37.5063635"
64,서울,송파구,송파엘리트탁구장,"",서울특별시 송파구 거마로 47,지하1층(거여동),탁구,"127.1459739","37.497279"
65,서울,강북구,캐롬클럽강북구3쿠션국제식대대전용당구장,"",서울특별시 강북구 노해로 70,"4층 로드캐롬클럽(수유동)",당구,"127.022674","37.6418315"
66,서울,노원구,킨더윌언어심리전문센터,"02-939-3421",서울특별시 노원구 상계로23다길 13-8,"10호 1층(상계동, 노원 아이파크)",기타종목,"127.0694006","37.6598913"
67,서울,도봉구,트윈스볼링장,"02-902-8080",서울특별시 도봉구 도당로 6,"지하1층 트윈스볼링장(쌍문동, 쌍문동 LG트윈빌2)",볼링,"127.0353644","37.6587139"
68,서울,강북구,펀치라인복싱,"02-991-1388",서울특별시 강북구 삼양로 472,"2층 펀치라인복싱(수유동)",복싱,"127.015806","37.6453913"
69,서울,노원구,피트니스 뭅,"",서울특별시 노원구 동일로 1365,"502호(상계동)",헬스,"127.0612598","37.6505982"
70,서울,도봉구,필라테스온루케테80쌍문점,"",서울특별시 도봉구 도당로 7,"4층 필라테스온루케테80(쌍문동)",필라테스,"127.0347916","37.6587894"
71,서울,노원구,필라테스정원 노원점,"02-933-9322",서울특별시 노원구 노해로 501,노원빌딩 7층 필라테스정원 노원점(상계동),필라테스,"127.0635339","37.655226"
72,서울,도봉구,하랑태권도,"07-0758-35354",서울특별시 도봉구 방학로6길 20,"2층 하랑태권도(방학동)",태권도,"127.0372673","37.6639498"
73,서울,송파구,서울시발달장애인사회적응지원센터,"02-448-3302",서울특별시 송파구 마천로 226,(마천동),기타종목,"127.1429368","37.5002236"
74,서울,도봉구,함께가자아동발달센터,"02-6349-7575",서울특별시 도봉구 방학로 165,"3층 운동실(방학동)",기타종목,"127.0338319","37.6622097"
75,서울,도봉구,해솔태권도장,"02-956-8575",서울특별시 도봉구 방학로 223,"2층 205호(방학동)",태권도,"127.0275081","37.6613238"
76,서울,도봉구,화이팅탁구교실,"02-996-1088",서울특별시 도봉구 해등로 130,화이팅탁구교실(창동),탁구,"127.040855","37.6551239"
77,서울,도봉구,휘트니스w창동점,"02-996-1254",서울특별시 도봉구 도봉로110길 65,"5층(창동)",헬스,"127.0371454","37.6464132"
78,서울,도봉구,복당구교실,"07-0761-72213",서울특별시 도봉구 해등로 123,삼성프라자 2층 201호 복당구교실(창동),당구,"127.0405107","37.6545237"
79,서울,강서구,TIA 태권도,"02-2696-8374",서울특별시 강서구 화곡로 270,"2층(화곡동)",태권도,"126.8472336","37.5486387"
80,서울,강서구,강서구민올림픽체육센터,"02-3661-1999",서울특별시 강서구 화곡로65길 62,강서구민올림픽체육센터(등촌동),헬스,"126.8506012","37.559675"
81,서울,강서구,강서클라이밍센터,"02-3662-0138",서울특별시 강서구 공항대로 284,"4층(내발산동)",클라이밍(암벽등반),"126.8391145","37.5581956"
82,서울,강서구,경수태권도공부방스포츠클럽,"02-2605-8880",서울특별시 강서구 까치산로 176,"3층 경수태권도공부방스포츠클럽(화곡동)",태권도,"126.8534815","37.552723"
83,서울,강서구,(주) 스포니스마곡점,"02-2668-5988",서울특별시 강서구 마곡중앙6로 11,지하1층 스포니스 마곡점(마곡동),기타종목,"126.8288424","37.560948"
84,서울,강서구,기쁜우리체육센터,"02-3663-8114","서울특별시 강서구 허준로 65 (가양동, 기쁜우리복지관,체육센터)",기쁜우리체육센터,수영,"126.8487793","37.5693631"
85,서울,양천구,라이프휘트니스,"02-2056-7782",서울특별시 양천구 오목로 160,"지하1층(신정동, 신호아파트)",헬스,"126.8552338","37.5247036"
86,서울,양천구,라파셀(점핑운동 및 요가),"",서울특별시 양천구 은행정로 16,"2층(신정동)",기타종목,"126.8599516","37.5210776"
87,서울,송파구,백호합기도1관,"02-407-3230",서울특별시 송파구 성내천로 77,"2층(오금동)",합기도,"127.1382604","37.5016151"
88,서울,강서구,런 주짓수 종합격투기,"02-6215-7585",서울특별시 강서구 공항대로 164,류마타워1차 210호(마곡동),주짓수,"126.8255148","37.5593259"
89,서울,강서구,런마곡,"",서울특별시 강서구 마곡동로4길 23,지하1층 런마곡(마곡동),헬스,"126.8361991","37.5596431"
90,서울,강서구,레드복싱클럽,"02-3663-3112",서울특별시 강서구 공항대로 290,순봉빌딩 305호(내발산동),복싱,"126.8397804","37.5581233"
91,서울,강서구,리베로탁구장,"02-2654-8062",서울특별시 강서구 등촌로39길 6,지하리베로탁구장(등촌동),탁구,"126.8620485","37.5455957"
92,서울,송파구,무브웰,"02-400-8594",서울특별시 송파구 법원로 90,파트너스2 302호(문정동),필라테스,"127.1213418","37.4833873"
93,서울,강동구,햇빛아동청소년발달센터,"02-484-0610",서울특별시 강동구 양재대로 1597,"2층(천호동)",기타종목,"127.1432163","37.548215"
94,서울,강동구,한국체대석사태풍태권도,"02-470-5877",서울특별시 강동구 양재대로116길 95,"2층(길동)",태권도,"127.1457382","37.5376716"
95,서울,송파구,머슐랭가이드,"02-416-3040",서울특별시 송파구 오금로 247,B101(방이동),필라테스,"127.1208949","37.5063635"
96,서울,강동구,한국시각장애인복지관,"02-440-5200",서울특별시 강동구 구천면로 645,한국시각장애인복지관(상일동),기타종목,"127.1692908","37.5511185"
97,서울,강동구,하이파이브교육 성내점,"07-0403-51006",서울특별시 강동구 천호대로 1092,"B101 하이파이브심리운동특수체육(성내동, 에스케이허브진)",헬스,"127.1326141","37.5352302"
98,서울,강동구,필라테스엠 고덕역점,"02-3427-1777",서울특별시 강동구 동남로75길 13-15,성은빌딩 4층(명일동),필라테스,"127.1555201","37.5536302"
99,서울,송파구,리더스포츠,"02-407-2272",서울특별시 송파구 동남로 108,지하1층 B 102호 리더짐(문정동),농구,"127.1233728","37.4896516"
100,서울,강동구,필라테스192 천호점,"02-478-9670",서울특별시 강동구 구천면로 192,푸르지오 301호 필라테스(천호동),필라테스,"127.1258416","37.5403622"
101,서울,강동구,코리아탁구체육관,"02-472-8500",서울특별시 강동구 구천면로 304,"5층 코리아탁구체육관(천호동)",탁구,"127.1348298","37.5467197"
102,서울,강동구,의천관 중앙본부도장,"02-426-7179",서울특별시 강동구 상암로 195,"4F 의천관 중앙본부도장(명일동)",기타종목,"127.1441985","37.5466253"
103,서울,강동구,유씨 (UC PT & YOGA),"",서울특별시 강동구 명일로 200-33,"3층",요가,"127.1475255","37.5370707"
104,서울,강동구,위드유짐,"02-2344-1322",서울특별시 강동구 천호대로 1055,"태영아파트102동 상가B01호 위드유짐(천호동, 천호태영아파트)",헬스,"127.1299458","37.5384706"
105,서울,강동구,원 탑 태권도,"02-482-9386",서울특별시 강동구 천중로17길 37,"2층 원 탑 태권도(천호동)",태권도,"127.1308512","37.5465377"
106,서울,송파구,다이노스 스포츠,"02-435-0320",서울특별시 송파구 송이로36길 62-19,"2층(문정동)",축구(풋살),"127.1266717","37.4842756"
107,서울,강동구,오핑탁구장,"02-441-6004",서울특별시 강동구 고덕로24길 50,지층 오핑탁구장(암사동),탁구,"127.1351149","37.552387"
108,서울,강동구,세컨무브필라테스&요가 강동천호점,"02-476-7525",서울특별시 강동구 천호대로 1006,b305(성내동),필라테스,"127.1237896","37.5380133"
109,서울,강동구,석사체육관,"02-426-5383",서울특별시 강동구 동남로65길 56,지하1층(명일동),태권도,"127.1527439","37.5478748"
110,서울,강동구,상일유도스쿨,"02-426-9759",서울특별시 강동구 상암로 425,"2층(상일동)",유도,"127.1698204","37.5458282"
111,서울,강동구,바디멀티필라테스 상일동역점,"",서울특별시 강동구 고덕로83길 14,"3층 바디멀티필라테스(고덕동)",필라테스,"127.1689299","37.55775"
112,서울,강동구,멘토태권키즈짐,"02-427-8585",서울특별시 강동구 상일로12길 99,리엔프라자 303(강일동),태권도,"127.1729373","37.5568528"
113,서울,강동구,리틀타이거키즈골프스쿨,"02-481-2228",서울특별시 강동구 동남로71길 20,지층 리틀타이거키즈골프스쿨(명일동),골프,"127.1551128","37.5519378"
114,서울,강동구,둔촌탁구교실,"02-477-3959",서울특별시 강동구 명일로 113,"상가지층 둔촌탁구교실(둔촌동, 둔촌하이츠아파트)",탁구,"127.1422309","37.5294404"
115,서울,강동구,뉴힐링라이프 재활운동센터 강동점,"02-2039-7702",서울특별시 강동구 양재대로124길 32,"203호 뉴힐링라이프 재활운동센터(길동, 동서울오네뜨)",헬스,"127.1436562","37.5426145"
116,서울,송파구,(주)한국그룹운동개발원,"02-6369-8004",서울특별시 송파구 송이로 91,(가락동) 송이빌딩 5층,기타종목,"127.1209697","37.498076"
117,서울,송파구,고려금메달펀태권도,"",서울특별시 송파구 위례순환로 478,센트라포레504(장지동),태권도,"127.1340858","37.4775714"
118,서울,송파구,경찰 태권도 & 파워점핑,"02-408-1112",서울특별시 송파구 오금로40길 40,"대성빌딩 2층, 지층(가락동)",기타종목,"127.1287934","37.4971975"
119,서울,송파구,거원태권도,"02-404-1888",서울특별시 송파구 양산로4길 13,우토파크빌딩 5층 거원태권도(거여동),태권도,"127.1447458","37.490006"
120,서울,송파구,가온누리아동심리상담센터,"02-6221-0330",서울특별시 송파구 새말로 125,"502호(문정동)",기타종목,"127.127908","37.4831216"
121,서울,송파구,SP탁구클럽,"02-402-3959",서울특별시 송파구 동남로 213,지하1층 SP탁구클럽(가락동),탁구,"127.1314288","37.4965007"
122,서울,중구,회현체육센터,"02-2280-8430",서울특별시 중구 퇴계로12길 78,회현체육센터(회현동1가),기타종목,"126.981627","37.5560415"
123,서울,종로구,홍핏,"02-747-8296",서울특별시 종로구 사직로 119,목천빌딩(내자동),헬스,"126.9719072","37.5763111"
124,서울,강동구,나우어린이수영,"02-442-4076",서울특별시 강동구 아리수로 427,지하1층 나우어린이수영(강일동),수영,"127.1746155","37.5649683"
125,서울,강동구,피트니스에스,"02-476-6988",서울특별시 강동구 천호대로 1239,"상가동 지하1층(길동, GS강동자이아파트)",헬스,"127.1486156","37.5374563"
126,서울,강동구,필라테스엠고덕역점,"02-3427-1777",서울특별시 강동구 동남로75길 13-15,"4층 필라테스(명일동)",필라테스,"127.1555201","37.5536302"
127,서울,강동구,경희대청무체육관,"02-470-0430",서울특별시 강동구 구천면로 258,"3층 경희대청무체육관(천호동)",태권도,"127.1319219","37.5432302"
128,서울,강동구,경희대SKY체육관,"02-428-6777",서울특별시 강동구 고덕로80길 123,"2층 경희대SKY체육관(상일동)",태권도,"127.165596","37.5509309"
129,서울,강동구,강동신화태권도장,"",서울특별시 강동구 천중로15가길 1,"2층(천호동)",태권도,"127.1286583","37.5456775"
130,서울,강동구,강동그린나래복지센터,"02-442-4550",서울특별시 강동구 고덕로 100-5,강동그린나래복지센터(암사동),기타종목,"127.1365631","37.5543139"
131,서울,강동구,강동구도시관리공단 온조대왕문화체육관,"02-2045-7844",서울특별시 강동구 고덕로 285,온조대왕문화체육관(고덕동),수영,"127.157451","37.556703"
132,서울,강동구,GMT대동무예스쿨,"02-475-3577",서울시 강동구 천중로29길 32,"2층",기타종목,"127.1371344","37.5430691"
133,서울,서대문구,검수원검도관,"02-312-6343",서울특별시 서대문구 북아현로4길 2,지층(북아현동),검도,"126.9568277","37.5592341"
134,서울,용산구,경희대석사태권도,"02-776-0791",서울특별시 용산구 후암로 47,(후암동),태권도,"126.977122","37.5500564"
135,서울,종로구,좋은운동장 장애인스포츠 본점,"02-720-1002",서울특별시 종로구 사직로8길 34,(내수동)420호,기타종목,"126.9718472","37.5738725"
136,서울,마포구,나라찬태권도,"02-713-7500",서울특별시 마포구 토정로 233,"2층 나라찬태권도(신수동)",태권도,"126.9365712","37.5441498"
137,서울,용산구,더블유에스복싱클럽,"02-702-1282",서울특별시 용산구 만리재로 134,"8층ws복싱클럽(서계동)",복싱,"126.9625769","37.5513395"
138,서울,용산구,독수리태권도,"02-701-3690",서울특별시 용산구 백범로45길 9-11,"(효창동, 한신아파트)",태권도,"126.957751","37.54207"
139,서울,마포구,라인필라테스애오개점,"02-362-7200",서울특별시 마포구 마포대로 204,"201호 라인필라테스(아현동)",필라테스,"126.9565447","37.5520276"
140,서울,마포구,런공덕,"02-8263-1157",서울특별시 마포구 백범로 178,지하1층 런공덕(공덕동),기타종목,"126.950105","37.5438694"
141,서울,종로구,런광화문,"02-8263-1157",서울특별시 종로구 새문안로3길 30,지하1층 런광화문(내수동),기타종목,"126.9733705","37.5727373"
142,서울,종로구,종로구시설관리공단 종로문화체육센터,"02-732-9393",서울특별시 종로구 인왕산로1길 21,종로문화체육센터(사직동),수영,"126.9646648","37.5742531"
143,서울,마포구,마포문화재단 마포아트센터,"02-3274-8500",서울특별시 마포구 대흥로20길 28,마포아트센터(대흥동),수영,"126.9455362","37.5498966"
144,서울,서대문구,북아현문화체육센터,"02-360-8660",서울특별시 서대문구 북아현로 51,북아현문화체육센터(북아현동),헬스,"126.9554383","37.5618398"
145,서울,종로구,좋은습관 PT STUDIO 서대문,"",서울특별시 종로구 송월길 99,"제상가동 2층 2211호(홍파동, 경희궁자이 2단지)",기타종목,"126.9638824","37.5708754"
146,서울,서대문구,서대문복싱클럽,"02-312-7989",서울특별시 서대문구 통일로 189-1,"4층(영천동)",복싱,"126.9618596","37.5703388"
147,서울,서대문구,플러스파인,"02-9026-0480",서울특별시 서대문구 신촌역로 17,"203호(대현동)",필라테스,"126.9424355","37.5582853"
148,서울,중구,손기정문화체육센터,"02-2280-8458",서울특별시 중구 손기정로 101,"(서관,체육동) 손기정문화체육센터(만리동2가)",헬스,"126.9648158","37.5554795"
149,서울,마포구,서강탁구클럽,"",서울특별시 마포구 대흥로 100-1,지하(대흥동),탁구,"126.9430483","37.5486357"
150,서울,서대문구,요가문서울 차오름 평생교육원,"02-702-7502",서울특별시 서대문구 연세로5길 26-17,"4층(창천동)",요가,"126.9348022","37.5568212"
151,서울,서대문구,요가문 서울 차오름 평생교육원,"",서울특별시 서대문구 연세로5길 26-17,창천빌딩 4층 1호(창천동),기타종목,"126.9348022","37.5568212"
152,서울,마포구,신촌탁구장,"02-714-0505",서울특별시 마포구 신촌로 118-1,"1층(노고산동)",탁구,"126.9389139","37.5554666"
153,서울,서대문구,(주) 플러스파인,"02-6448-0480",서울특별시 서대문구 신촌역로 17,"203호(대현동)",필라테스,"126.9424355","37.5582853"
154,서울,용산구,아리랑태권도장,"02-6396-0145",서울특별시 용산구 한강대로87길 3,"3층 아리랑태권도장(갈월동)",태권도,"126.9718259","37.5442067"
155,서울,마포구,나루탁구클럽,"",서울특별시 마포구 삼개로 21,지하(도화동),탁구,"126.9476133","37.5384105"
156,서울,서대문구,연세대효태권도,"02-312-9393",서울특별시 서대문구 독립문로8길 54,"천연뜨란채 아파트 상가B101,102,103(천연동, 천연뜨란채)",태권도,"126.9579974","37.5676518"
157,서울,종로구,요가프로젝트,"",서울특별시 종로구 경희궁2길 9-1,"2층 요가프로젝트(내수동)",요가,"126.9711161","37.572977"
158,서울,용산구,용산구문화체육센터,"02-707-2492",서울특별시 용산구 백범로 350,문화체육센터(문배동),헬스,"126.9676811","37.5372185"
