"v_spot_index","alsfc_ctprvn_nm","alsfc_signgu_nm","alsfc_nm","alsfc_rprsntv_tel_no","alsfc_addr","alsfc_detail_addr","alsfc_main_item_nm","alsfc_lo","alsfc_la"
159,서울,중구,용인대한미태권도,"02-313-0032",서울특별시 중구 중림로 10,"(중림동, 중림동 삼성 사이버 빌리지)",태권도,"126.964875","37.558579"
160,서울,종로구,"운동공간,유인","",서울특별시 종로구 필운대로 15-10,"1층(필운동)",헬스,"126.9691175","37.5778793"
161,서울,종로구,원알엠피트니스,"02-2277-2229",서울특별시 종로구 종로 120,지하1층(종로3가),기타종목,"126.9909351","37.5700832"
162,서울,서대문구,인앤아웃 라이프 밸런스 트레이닝 교육 센터,"",서울특별시 서대문구 연세로5길 26-17,"4층 1호(창천동)",요가,"126.9348022","37.5568212"
163,서울,종로구,종로당구클럽,"02-2269-4939",서울특별시 종로구 종로 120,동영타워 지하2층(종로3가),당구,"126.9909351","37.5700832"
164,서울,종로구,좋은습관 PT STUDIO 서대문점,"",서울특별시 종로구 송월길 99,"상가동 2211호(홍파동, 경희궁자이 2단지)",에어로빅,"126.9638824","37.5708754"
165,서울,종로구,주식회사케이에스스포짐,"02-732-0020",서울특별시 종로구 삼봉로 95,B1 스포짐 종각점(견지동),헬스,"126.9824623","37.5726227"
166,서울,서대문구,커브스아현클럽,"02-393-3031",서울특별시 서대문구 북아현로 2,"4층커브스(북아현동)",헬스,"126.9564199","37.557727"
167,서울,마포구,트레인스토밍,"02-706-5019",서울특별시 마포구 독막로 264,지층(대흥동),헬스,"126.9425692","37.5459037"
168,서울,종로구,필운스튜디오,"02-3453-4680",서울특별시 종로구 필운대로 40,지하(누하동),필라테스,"126.9689321","37.5795536"
169,서울,마포구,한국체대용무태권도장,"",서울특별시 마포구 마포대로11길 46,"2층 용무태권도장(공덕동)",태권도,"126.9517142","37.5493989"
170,서울,서대문구,헬스보이짐  프리미엄 신촌점,"02-363-2003",서울특별시 서대문구 신촌로 109,지하4층 헬스보이짐(창천동),헬스,"126.9381006","37.5557525"
171,서울,용산구,펠든크라이스다움,"",서울특별시 용산구 한강대로 205,"D2911(한강로1가, 용산파크자이)",기타종목,"126.9729276","37.536532"
172,서울,강동구,실전경찰태권도,"02-426-3006",서울특별시 강동구 동남로81길 82,"2층(고덕동)",태권도,"127.1525451","37.559057"
173,서울,강동구,대가유도관,"",서울특별시 강동구 진황도로 4-7,"3층 대가유도관 (천호동)",유도,"127.1280805","37.5397672"
174,서울,종로구,종로태권도아카데미,"02-722-2001",서울특별시 종로구 필운대로 116,"2층 종로태권도아카데미(신교동)",태권도,"126.9700796","37.5836953"
175,서울,종로구,종로장애인복지관,"02-6395-7060",서울특별시 종로구 자하문로 89,"3층 종로장애인복지관(신교동)",탁구,"126.9698335","37.5840824"
176,서울,동대문구,핑퐁플러스,"",서울특별시 동대문구 전농로 130,"3층(전농동)",탁구,"127.0579372","37.5764791"
177,서울,중랑구,바른선필라테스,"",서울특별시 중랑구 겸재로 118,"201호(면목동)",필라테스,"127.0810209","37.5866768"
178,서울,중랑구,휘트니스태권도장,"",서울특별시 중랑구 면목로 432,"2층 휘트니스태권(면목동)",태권도,"127.0873028","37.5904734"
179,서울,동대문구,화랑태권도,"02-2244-8996",서울특별시 동대문구 망우로16길 26,"2층(휘경동)",태권도,"127.0611243","37.5890111"
180,서울,중랑구,해동검도 중랑천무관,"02-438-6261",서울특별시 중랑구 동일로 820,"3층(중화동)",검도,"127.0793778","37.603646"
181,서울,동대문구,한체대길태권스쿨,"02-964-0888",서울특별시 동대문구 한천로58길 107,"상가3층 태권도장(이문동, 현대아파트)",태권도,"127.0701994","37.6012805"
182,서울,중랑구,한울효체육관,"02-4726-3243",서울특별시 중랑구 봉화산로 81,"2층(중화동)",태권도,"127.083407","37.6019554"
183,서울,중랑구,한양체육관,"02-438-4000",서울특별시 중랑구 봉화산로30길 26,"2층(중화동)",태권도,"127.0851157","37.6011902"
184,서울,동대문구,피트니스오늘&필라테스,"",서울특별시 동대문구 장한로 29,상영빌딩 지하1층(장안동),필라테스,"127.0660817","37.5641915"
185,서울,동대문구,트리플에이짐,"02-3390-4450",서울특별시 동대문구 서울시립대로 155,"면전빌딩 2,3층(전농동)",헬스,"127.0540788","37.5838798"
186,서울,동대문구,커브스 전농클럽,"02-2216-3030",서울특별시 동대문구 사가정로 148,"sk아파트 스포츠상가 310호(전농동, 전농 SK아파트)",헬스,"127.0605491","37.5769111"
187,서울,중랑구,커브스 상봉클럽,"02-435-8230",서울특별시 중랑구 망우로 305,"6층(상봉동)",헬스,"127.0861833","37.5968772"
188,서울,중랑구,커브스 면목클럽,"02-437-1330",서울특별시 중랑구 면목로 305,"6층(면목동)",헬스,"127.0874615","37.5797018"
189,서울,동대문구,최강합기도,"02-2247-1230",서울특별시 동대문구 장한로12길 48,"2층(장안동)",합기도,"127.0702222","37.5649285"
190,서울,중랑구,천마유도체육관,"02-433-8031",서울특별시 중랑구 면목로39길 23,지층(면목동),유도,"127.0860682","37.5798103"
191,서울,중랑구,중화주짓수,"",서울특별시 중랑구 동일로 802,"403호 중화주짓수(중화동)",주짓수,"127.0797178","37.6020892"
192,서울,중랑구,중랑구시설관리공단(중랑문화체육관-면목7동),"02-436-9200",서울특별시 중랑구 사가정로72길 47,중랑문화체육관,기타종목,"127.0957285","37.5793205"
193,서울,중랑구,제이피티짐,"02-6012-9949",서울특별시 중랑구 동일로 833,"4층 제이피티짐(중화동)",헬스,"127.0785943","37.6047871"
194,서울,동대문구,제기동아태권도전문체육관,"02-967-6291",서울특별시 동대문구 제기로 75-1,"2층 동아체육관(청량리동)",태권도,"127.041589","37.5868527"
195,서울,동대문구,장안퍼펙트 볼링장,"02-3394-5822",서울특별시 동대문구 장한로2길 33,지하 1층 볼링장(장안동),볼링,"127.0672283","37.5622999"
196,서울,동대문구,우성거룡체육관,"02-2248-0425",서울특별시 동대문구 사가정로 190,"상가3층 연세거룡태권도(전농동, 전농우성아파트)",태권도,"127.06477","37.5772801"
197,서울,중랑구,용인대제일유도관,"02-433-5662",서울특별시 중랑구 면목로 463,"3층 용인대제일유도관(상봉동)",유도,"127.0861635","37.5931732"
198,서울,중랑구,용인대유도체육관,"02-439-8702",서울특별시 중랑구 봉화산로 98,지층 용인대유도체육관(중화동),유도,"127.085323","37.6022334"
199,서울,동대문구,용인대박사태권도,"02-3394-4436",서울특별시 동대문구 사가정로 65,"201동 단지상가 2층(전농동, 래미안 크레시티)",태권도,"127.0515338","37.5767239"
200,서울,동대문구,올리브언어심리상담센터,"02-6487-5236",서울특별시 동대문구 답십리로 68,"2층(전농동)",기타종목,"127.0484195","37.5753696"
201,서울,광진구,용문체육관,"02-468-4684",서울특별시 광진구 면목로 136,"2층(중곡동)",태권도,"127.0811768","37.5654271"
202,서울,동대문구,연세체능관,"02-2213-2349",서울특별시 동대문구 황물로 54,"3층(답십리동)",태권도,"127.0470784","37.5726922"
203,서울,광진구,아이맘인지행동발달센터,"",서울특별시 광진구 동일로 357,"1층(중곡동)",기타종목,"127.075474","37.5630014"
204,서울,중랑구,에코플러스 평생교육원,"02-2207-2470",서울특별시 중랑구 망우로 192,"3층 에코필라테스 플러스(상봉동)",필라테스,"127.0741597","37.5931968"
205,서울,동대문구,스페셜스포츠센(S.S.C),"02-6451-2204",서울특별시 동대문구 한천로17길 23,"3층 스페셜스포츠센터(답십리동)",기타종목,"127.0627988","37.5699516"
206,서울,종로구,종로청운스포렉스,"02-1661-0835",서울특별시 종로구 자하문로 105,종로청운스포렉스(청운동),수영,"126.9694729","37.5859506"
207,서울,서초구,한빛탁구교실,"02-525-0279",서울특별시 서초구 반포대로 93,지하 1층 (서초동),탁구,"127.0087448","37.4884576"
208,서울,서초구,한국자연치유평생교육원,"02-537-8877",서울특별시 서초구 서초대로78길 44,"4층 404호(서초동, 서초나산스위트)",요가,"127.0284742","37.4938139"
209,서울,서초구,한국스포츠교육희망나눔사회적협동조합(언남중학교),"02-578-7947",서울특별시 서초구 언남길 85,지하(양재동),농구,"127.0459789","37.475589"
210,서울,강남구,포텐PT,"",서울특별시 강남구 학동로4길 18,지하1층(논현동),헬스,"127.0231828","37.5102582"
211,서울,서초구,키덜트골프클럽,"02-585-9710",서울특별시 서초구 남부순환로333길 32,B02(서초동),골프,"127.0208512","37.4838565"
212,서울,서초구,짐스아동발달센터,"02-525-8886",서울특별시 서초구 사임당로 74,B1(서초동),기타종목,"127.0180052","37.4892137"
213,서울,서초구,정상발달센터,"07-0464-21275",서울특별시 서초구 서초대로74길 23,"907호 정상발달센터(서초동, 서초타운트라팰리스)",기타종목,"127.0271068","37.4956227"
214,서울,서초구,은호펜싱클럽,"02-595-6754",서울특별시 서초구 방배로 165,제지층 1호(방배동),펜싱,"126.9928333","37.4882806"
215,서울,서초구,올웨이즈트라이(재활운동센터),"02-582-2332",서울특별시 서초구 서초대로64길 76-21,"1층 올웨이즈트라이(서초동)",기타종목,"127.0215488","37.491823"
216,서울,중랑구,다미안요,"02-2208-5190",서울특별시 중랑구 겸재로 187,"3층(면목동)",필라테스,"127.0883647","37.5888011"
217,서울,중랑구,쉴드짐,"",서울특별시 중랑구 봉화산로 61,"3층 쉴드짐(중화동)",헬스,"127.0813492","37.601795"
218,서울,성동구,세종탁구클럽,"02-2243-3959",서울특별시 성동구 천호대로 432,지하1층 세종탁구클럽(용답동),탁구,"127.0668691","37.5607536"
219,서울,중랑구,생각나무BB센터,"02-2208-0130",서울특별시 중랑구 동일로 807,지하(중화동),댄스(줌바 등),"127.0790217","37.6024662"
220,서울,중랑구,복싱타임,"02-434-8212",서울특별시 중랑구 동일로 802,"401호 복싱타임(중화동)",복싱,"127.0797178","37.6020892"
221,서울,동대문구,배봉태권도,"02-2246-5777",서울특별시 동대문구 사가정로25길 23,"3층(장안동)",태권도,"127.0704022","37.5799736"
222,서울,중랑구,무도체육관,"02-434-2211",서울특별시 중랑구 면목로 362,명동빌딩 301호(면목동),합기도,"127.0885949","37.5842596"
223,서울,광진구,머슬킹,"02-461-8234",서울특별시 광진구 면목로 126,"3층머슬킹(중곡동)",헬스,"127.0807832","37.5644968"
224,서울,중랑구,맹호태권도,"02-432-4002",서울특별시 중랑구 봉우재로 141,"3층 맹호태권도(상봉동)",태권도,"127.088666","37.5933775"
225,서울,동대문구,로하필라테스,"02-2215-3385",서울특별시 동대문구 망우로 122-1,거부빌딩 7층(휘경동),필라테스,"127.0667795","37.5911581"
226,서울,동대문구,레전드복싱체육관,"02-2244-0012",서울특별시 동대문구 장한로26길 24,"2층(장안동)",복싱,"127.0729639","37.5714899"
227,서울,성동구,세종탁구장,"02-2243-3959",서울특별시 성동구 천호대로 432,지하1층(용답동),탁구,"127.0668691","37.5607536"
228,서울,동대문구,동문장애인복지관,"02-2244-3100",서울특별시 동대문구 장안벚꽃로7길 5,동문장애인복지관(휘경동),기타종목,"127.073216","37.5831557"
229,서울,동대문구,동대문구민체육센터,"02-2247-9772",서울특별시 동대문구 장안벚꽃로 67,(장안동),헬스,"127.0734841","37.5665385"
230,서울,중랑구,대명체육관,"02-2207-9011",서울특별시 중랑구 봉화산로56길 153,대명프라자 309호 310호(신내동),유도,"127.0967927","37.6014919"
231,서울,중랑구,다미안 요가&필라테스,"02-2208-5190",서울특별시 중랑구 겸재로 187,"3층 다미안요가필라테스(면목동)",필라테스,"127.0883647","37.5888011"
232,서울,중랑구,그리고필라테스 망우점,"02-432-7878",서울특별시 중랑구 용마산로115길 108,(망우동)(망우동),필라테스,"127.0941536","37.5980747"
233,서울,광진구,광진구시설관리공단 중곡문화체육센터,"02-3408-4919",서울특별시 광진구 능동로 433,"2층 사무실(중곡동)",수영,"127.0849273","37.5678607"
234,서울,중랑구,플로어엑스,"",서울특별시 중랑구 봉우재로 113,지하1층(상봉동),기타종목,"127.0855889","37.5927271"
235,서울,중랑구,고아동발달센터,"02-6952-6979",서울특별시 중랑구 망우로 203,"202호(중화동, 중화동주상복합)",필라테스,"127.074805","37.593979"
236,서울,중랑구,SLT태권도,"02-2209-7778",서울특별시 중랑구 면목로57길 43,"3층(면목동)",태권도,"127.0859745","37.584698"
237,서울,성동구,필라테스가든 평생교육원,"02-2281-1929",서울특별시 성동구 사근동길 6,"2층 필라테스가든 한양대점(행당동)",필라테스,"127.0420376","37.5601514"
238,서울,성동구,프롬더바디,"02-7616-1236",서울특별시 성동구 왕십리로 115,"9층 905호 프롬더바디(성수동1가)",헬스,"127.0441277","37.5479193"
239,서울,광진구,킹태권도장,"02-452-7789",서울특별시 광진구 광나루로37길 24,"2층(구의동)",태권도,"127.0882162","37.5457907"
240,서울,광진구,카이로스,"02-456-8885",서울특별시 광진구 용마산로 45,"3층 비룡체육관(중곡동)",합기도,"127.0877132","37.5575945"
241,서울,성동구,좋은운동장 본점,"02-720-1002",서울특별시 성동구 고산자로 320,성동장애인자립생활센터 1층 주식회사 좋은운동장(마장동),기타종목,"127.0373781","37.5681698"
242,서울,성동구,정훈체육관,"02-464-2454",서울특별시 성동구 광나루로11길 36,지하(송정동),태권도,"127.0676331","37.5508604"
243,서울,광진구,정립회관,"02-446-1237",서울 광진구 워커힐로 93,정립회관,기타종목,"127.0976313","37.5510878"
244,서울,광진구,임용지 탁구클럽,"02-499-3959",서울특별시 광진구 군자로 100,"5층 임용지탁구클럽(군자동)",탁구,"127.0714623","37.5519405"
245,서울,성동구,인조이골프스쿨,"02-468-4006",서울특별시 성동구 뚝섬로 389,(성수동2가),골프,"127.0540877","37.5392424"
246,서울,광진구,연세정훈태권도자양점,"02-3409-0992",서울특별시 광진구 능동로6길 14,b01호(자양동),태권도,"127.0688106","37.5341776"
247,서울,성동구,서울특별시성동구도시관리공단,"02-2204-7616",서울특별시 성동구 왕십리로 89,성동구민종합체육센터(성수동1가),헬스,"127.0440144","37.5458701"
248,서울,성동구,서울숲복합문화체육센터,"02-2204-6600",서울특별시 성동구 왕십리로11길 19,서울숲복합문화체육센터(성수동1가),헬스,"127.0415013","37.5490719"
249,서울,성동구,서울숲탁구클럽,"",서울특별시 성동구 상원4길 9,서울시 성동구 상원4길9 지하(성수동1가),탁구,"127.0497012","37.547293"
250,서울,성동구,올림픽휘트니스,"02-469-0067",서울특별시 성동구 뚝섬로 400,"3층 올림픽휘트니스(성수동2가)",헬스,"127.0550106","37.5385734"
251,서울,광진구,군자복싱다이어트,"02-468-1282",서울특별시 광진구 능동로 267,영진빌딩 2층(군자동),복싱,"127.0774022","37.5539179"
252,서울,광진구,광진구시설관리공단,"02-2049-4583",서울특별시 광진구 능동로 76,광진문화예술회관(자양동),기타종목,"127.070453","37.5374246"
253,서울,성동구,(주)무브먼트디자인,"02-465-0996",서울특별시 성동구 왕십리로14길 30-3,"2층(성수동1가)",헬스,"127.0473449","37.5483776"
254,서울,광진구,건대탁구클럽,"02-6015-1952",서울특별시 광진구 아차산로 324,지하 101호 건대탁구클럽(자양동),탁구,"127.0787669","37.537424"
255,서울,마포구,마크짐 망원점,"02-332-3630",서울특별시 마포구 월드컵로 155,"6층(망원동)",헬스,"126.9049244","37.5613848"
256,서울,마포구,ws복싱클럽(상암점),"02-306-1212",서울특별시 마포구 월드컵북로44길 37,"2층 WS복싱클럽(상암동)",복싱,"126.8952095","37.5763669"
257,서울,서대문구,경희대신화태권도,"02-303-0501",서울특별시 서대문구 응암로 61,"4층(북가좌동)",태권도,"126.9101823","37.5787862"
258,서울,은평구,경희대태권도,"02-375-5777",서울특별시 은평구 갈현로1길 24,"2층 경희대태권도(신사동)",태권도,"126.9076399","37.5994943"
259,서울,마포구,그녀의필라테스,"07-0403-22237",서울특별시 마포구 월드컵북로 396,누리꿈스퀘어 지라b1032호(상암동),필라테스,"126.889819","37.5793419"
260,서울,서대문구,끌로에필라테스 북가좌점,"02-303-0601",서울특별시 서대문구 응암로 54,"4층 끌로에필라테스(북가좌동)",필라테스,"126.9102202","37.5778964"
261,서울,은평구,뉴타운탁구클럽,"",서울특별시 은평구 가좌로7나길 30,"우성상가지하 1층(응암동, 응암우성아파트)",탁구,"126.9181039","37.5840245"
262,서울,마포구,마포장애인종합복지관,"02-306-6212",서울특별시 마포구 성산로 128,마포장애인종합복지관(성산동),기타종목,"126.9082019","37.5637955"
263,서울,서대문구,커브스 가재울클럽,"02-307-1330",서울특별시 서대문구 수색로 56,"505호(북가좌동)",헬스,"126.9123057","37.5708721"
264,서울,마포구,두잉운동발달연구소,"07-0868-82042",서울특별시 마포구 월드컵로 190,"907,909호(성산동)",기타종목,"126.903272","37.5641826"
265,서울,마포구,마포구민체육센터,"02-324-7800",서울특별시 마포구 월드컵로25길 190,"1층 관리사무실(망원동)",헬스,"126.8969649","37.5567653"
266,서울,마포구,마포구청 당구아카데미,"02-3153-9874",서울특별시 마포구 월드컵로 212,"11층 생활체육과(성산동)",당구,"126.901491","37.5663245"
267,서울,마포구,마포장애인종합복지관,"02-306-6212",서울특별시 마포구 성산로4길 35,"1층 사무실(성산동)",골프,"126.9088693","37.5637934"
268,서울,마포구,마포푸르메스포츠센터,"02-6070-9270",서울특별시 마포구 월드컵북로 494,지하1층 마포푸르메스포츠센터(상암동),수영,"126.8805264","37.5846589"
269,서울,마포구,바디멀티기구필라테스,"02-303-7111",서울특별시 마포구 월드컵로36길 14,"208호 바디멀티필라테스(성산동)",필라테스,"126.9030647","37.5659538"
270,서울,은평구,박성천탁구교실,"02-306-0791",서울특별시 은평구 증산서길 107,(증산동)박성천탁구교실 지층,탁구,"126.9085724","37.5855233"
271,서울,마포구,비에스(BS)멀티짐 (상암블랙샤크 복싱 킥복싱 주짓수),"02-307-6338",서울특별시 마포구 상암산로1길 69,지하1층 제01호 상암블랙샤크 킥복싱(상암동),복싱,"126.8834804","37.5801463"
272,서울,서대문구,삼성 태권도장,"02-375-8333",서울시 서대문구 증가로 191,"306~308호",태권도,"126.9166617","37.5782468"
273,서울,서대문구,삼성골드스포츠클럽,"02-302-3114",서울특별시 서대문구 증가로 191,"삼성골드스포츠클럽(남가좌동, DMC래미안클라시스)",수영,"126.9166617","37.5782468"
274,서울,은평구,상암탁구클럽,"",서울특별시 은평구 수색로 285,청아리빙텔 지하1층(수색동),탁구,"126.8927486","37.5832956"
275,서울,마포구,샘탁구클럽,"",서울특별시 마포구 새터산길 72,동호빌딩 지하1층(성산동),탁구,"126.9078447","37.567797"
276,서울,마포구,세움재활운동센터,"",서울특별시 마포구 성산로 128,마포중앙도서관 지하1층 5호(성산동),헬스,"126.9082019","37.5637955"
277,서울,은평구,수탁구클럽,"02-4705-1164",서울특별시 은평구 은평로 5,"3층 탁구장(신사동)",탁구,"126.9092234","37.5967735"
278,서울,서대문구,스퀘어짐 가좌점,"02-6494-0251",서울특별시 서대문구 수색로 18,B1층 스퀘어짐(남가좌동),헬스,"126.9165989","37.5689576"
279,서울,마포구,마크짐휘트니스,"02-332-3630",서울특별시 마포구 월드컵로 155,"6층 마크짐(망원동)",헬스,"126.9049244","37.5613848"
280,서울,마포구,스마트짐,"02-3151-0377",서울특별시 마포구 월드컵북로 218,지층 헬스장(성산동),기타종목,"126.9049975","37.569505"
281,서울,은평구,에블봄,"02-7576-0828",서울 은평구 가좌로 306,"5층 501호",태권도,"126.9111651","37.5952017"
282,서울,서대문구,이룸기구필라테스,"02-305-7090",서울특별시 서대문구 수색로 20,"4층(남가좌동)",필라테스,"126.9163574","37.5688389"
283,서울,은평구,은평햇살아동발달센터,"02-6348-7575",서울특별시 은평구 증산로 395-16,증산로 371 은평신협 4층,기타종목,"126.912887","37.5918344"
284,서울,은평구,이룸기구필라테스 증산,"02-305-7778",서울특별시 은평구 증산로 325,"3층 이룸기구필라테스(증산동)",필라테스,"126.9111104","37.5856519"
285,서울,은평구,천마태권도장,"02-303-9930",서울특별시 은평구 은평터널로 145,"2층(신사동)",태권도,"126.9061724","37.5921703"
286,서울,서대문구,청솔태권도장,"02-372-3851",서울특별시 서대문구 증가로24바길 70,"2층 청솔태권도(북가좌동)",태권도,"126.9192123","37.5829685"
287,서울,마포구,코리아블랙벨트센터,"02-373-0892",서울특별시 마포구 월드컵북로 496,"2층 코리아블랙벨트센터(상암동)",태권도,"126.8801491","37.5848727"
288,서울,마포구,탁구장,"02-303-6070",서울특별시 마포구 모래내로1길 3,지하1층(성산동),탁구,"126.9038944","37.5645579"
289,서울,서대문구,한국체대 태평양 태권도장,"02-375-4629",서울특별시 서대문구 거북골로 182,지층 태평양 태권도장(북가좌동),태권도,"126.9105572","37.5774329"
290,서울,마포구,한국체대하늘태권도장,"02-309-0805",서울특별시 마포구 월드컵북로 502,"402호,403호(상암동)",태권도,"126.8798702","37.5850443"
291,서울,서대문구,바디인필라테스,"",서울특별시 서대문구 응암로 66,"6층(북가좌동)",필라테스,"126.9108113","37.5788504"
292,서울,서초구,언남문화체육센터,"02-577-7718",서울특별시 서초구 동산로13길 35,언남문화체육센터7층(양재동),수영,"127.0429178","37.4727491"
293,서울,마포구,커브스 상암클럽,"02-6922-2230",서울특별시 마포구 월드컵북로 434,"214호 커브스 상암클럽(상암동)",헬스,"126.8859573","37.5816533"
294,서울,서초구,아이짐플,"02-7758-5021",서울특별시 서초구 서초대로 152-5,진우빌딩 3층 지하1층(방배동),롤러인라인,"126.9987893","37.488924"
295,서울,서초구,스포츠재활 재활PT 운동진정성,"02-599-0926",서울특별시 서초구 서초대로33길 29,"201호, 운동진정성(방배동, 벨라지오)",헬스,"126.9960843","37.4899356"
296,서울,강남구,강남합기도스쿨,"02-572-3325",서울특별시 강남구 남부순환로363길 17,소화빌딩 강남합기도스쿨(도곡동),합기도,"127.037778","37.4863718"
297,서울,서초구,마이더스주니어,"02-584-8464",서울특별시 서초구 방배로 196,지하 1층(방배동),종합체육시설,"126.9918961","37.4910675"
298,서울,서초구,스포니스 양재역점,"",서울특별시 서초구 강남대로 267,지하1층 스포니스 양재역점(서초동),헬스,"127.0323343","37.4871648"
299,서울,강서구,맘결아동발달센터,"",서울특별시 강서구 마곡중앙1로 72,"1동 3층 303호 맘결아동발달센터(마곡동, 마곡엠밸리10단지)",기타종목,"126.8197352","37.5597333"
300,서울,양천구,명품태권도,"02-2699-7730",서울특별시 양천구 월정로 179,"2층 명품태권도(신월동)",태권도,"126.8353536","37.5345973"
301,서울,양천구,목동문화체육센터,"02-2062-1862",서울특별시 양천구 목동중앙본로 73,목동문화체육센터(목동),기타종목,"126.8691104","37.5428045"
302,서울,양천구,목동클라이밍센터,"02-364-8848",서울특별시 양천구 공항대로 596,호용빌딩 지층 목동클라이밍센터(목동),클라이밍(암벽등반),"126.87092","37.5472967"
303,서울,양천구,바디샵필라테스피티,"02-6104-1253",서울특별시 양천구 중앙로 280,"4층(신정동)",필라테스,"126.85274","37.5213805"
304,서울,강서구,바시필라테스 마곡점,"02-3113-2811",서울특별시 강서구 마곡서로 56,"3층 바시필라테스 마곡점(마곡동)",필라테스,"126.8239138","37.558992"
305,서울,강서구,박사 경희대 태권도,"02-2065-5599",서울특별시 강서구 까치산로10길 73,"2층(화곡동)",태권도,"126.847853","37.5408868"
306,서울,양천구,배틀샷그라운드,"07-0872-33219",서울특별시 양천구 목동중앙북로 16-1,"5층 배틀샷그라운드(목동)",기타종목,"126.8655295","37.5482438"
307,서울,양천구,레벨업휘트니스,"",서울특별시 양천구 남부순환로 341,"5층(신월동)",헬스,"126.8282195","37.5366516"
308,서울,강서구,비전태권도장,"02-2608-7789",서울특별시 강서구 곰달래로49길 29,"3층 비전태권도(화곡동)",태권도,"126.8575932","37.5329383"
309,서울,강서구,사단법인 한국평생스포츠코칭협회,"02-2039-9554",서울특별시 강서구 마곡서로 133,"713동 903호(마곡동, 마곡엠밸리7단지)",필라테스,"126.8229812","37.5651924"
310,서울,강서구,서울재활운동센터,"02-6326-0412",서울특별시 강서구 공항대로 190,"3층 302호(마곡동)",필라테스,"126.8286371","37.5590423"
311,서울,강서구,세계복싱체육관,"02-3664-1266",서울특별시 강서구 양천로69길 11,"4층  401호(염창동)",복싱,"126.8703829","37.5531245"
312,서울,강서구,(Adapfit)어댑핏스튜디오_서울점,"02-6677-4545",서울특별시 강서구 마곡중앙8로5길 53,"3층(마곡동)",헬스,"126.8378071","37.5658426"
313,서울,강서구,거북이스포츠클럽,"02-3665-8910",서울특별시 강서구 화곡로 376,"3층(등촌동)",기타종목,"126.8532809","37.5569895"
314,서울,양천구,신월복싱체육관,"02-6082-7002",서울특별시 양천구 남부순환로 365,지하 신월복싱체육관(신월동),복싱,"126.8294692","37.5347608"
315,서울,양천구,양천구시설관리공단(신월문화체육센터),"02-2605-4093",서울특별시 양천구 지양로 47,신월문화체육센터(신월동),기타종목,"126.8350509","37.5198583"
316,서울,양천구,양천탁구클럽,"",서울특별시 양천구 지양로 100,기호프라자203호 양천탁구클럽(신월동),탁구,"126.8317822","37.523797"
317,서울,양천구,한미태권도 신월지점,"02-2602-2670",서울특별시 양천구 오목로 75,"2층 한미태권도(신월동)",태권도,"126.8458382","37.5230689"
318,서울,강서구,용탁구클럽,"02-3665-7942",서울특별시 강서구 공항대로41길 44,지하 1층(등촌동),탁구,"126.8459992","37.5597251"
319,서울,양천구,에이엠번지핏비,"02-2065-2205",서울특별시 양천구 남부순환로 584,"4층(신월동)",요가,"126.8391551","37.5166992"
